model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
patchtst_small,NEU,NWN,adapt,head_finetune,2.397012710571289,183,60000,2.547306899999967,30000,8.433484199995291
patchtst_small,NEU,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,8.433484199995291
patchtst_small,WCE,NWN,deploy,deploy,2.4739527702331543,183,60000,0.0,0,7.73345369999879
patchtst_small,WCE,NWN,adapt,head_finetune,2.436382293701172,183,60000,2.5207465999992564,30000,7.73345369999879
patchtst_small,WCE,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.73345369999879
patchtst_small,WNA,NWN,deploy,deploy,2.398782253265381,183,60000,0.0,0,7.678654000003007
patchtst_small,WNA,NWN,adapt,head_finetune,2.3933780193328857,183,60000,2.4641900999995414,30000,7.678654000003007
patchtst_small,WNA,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.678654000003007
patchtst_small,ENA,NWN,deploy,deploy,2.563196897506714,183,60000,0.0,0,7.806862600002205
patchtst_small,ENA,NWN,adapt,head_finetune,2.500743865966797,183,60000,2.5426161000068532,30000,7.806862600002205
patchtst_small,ENA,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.806862600002205
patchtst_small,CNA,NWN,deploy,deploy,2.5859668254852295,183,60000,0.0,0,7.69364769999811
patchtst_small,CNA,NWN,adapt,head_finetune,2.5302188396453857,183,60000,2.5461668000061763,30000,7.69364769999811
patchtst_small,CNA,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.69364769999811
patchtst_small,SAU,NWN,deploy,deploy,2.450714588165283,183,60000,0.0,0,7.689114699998754
patchtst_small,SAU,NWN,adapt,head_finetune,2.4078028202056885,183,60000,2.4853099000029033,30000,7.689114699998754
patchtst_small,SAU,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.689114699998754
patchtst_small,MED,NWN,deploy,deploy,2.510526657104492,183,60000,0.0,0,8.005214000004344
patchtst_small,MED,NWN,adapt,head_finetune,2.460275173187256,183,60000,2.4974116999947,30000,8.005214000004344
patchtst_small,MED,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,8.005214000004344
patchtst_small,EAU,NWN,deploy,deploy,2.4708995819091797,183,60000,0.0,0,7.870186400003149
patchtst_small,EAU,NWN,adapt,head_finetune,2.3965578079223633,183,60000,2.5817246999940835,30000,7.870186400003149
patchtst_small,EAU,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.870186400003149
patchtst_small,NCA,NWN,deploy,deploy,2.587851047515869,183,60000,0.0,0,7.852840200008359
patchtst_small,NCA,NWN,adapt,head_finetune,2.536417245864868,183,60000,2.557544000010239,30000,7.852840200008359
patchtst_small,NCA,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.852840200008359
patchtst_small,EAS,NWN,deploy,deploy,2.4184775352478027,183,60000,0.0,0,7.655908800006728
patchtst_small,EAS,NWN,adapt,head_finetune,2.3927199840545654,183,60000,2.4842313999979524,30000,7.655908800006728
patchtst_small,EAS,NWN,retrain,retrain,2.3749046325683594,183,60000,7.93835319999198,90000,7.655908800006728
patchtst_small,NEU,NCA,deploy,deploy,1.0177465677261353,144,60000,0.0,0,8.433484199995291
patchtst_small,NEU,NCA,adapt,head_finetune,0.9848819375038147,144,60000,2.574596999998903,30000,8.433484199995291
patchtst_small,NEU,NCA,retrain,retrain,0.969182550907135,144,60000,7.852840200008359,90000,8.433484199995291
patchtst_small,WCE,NCA,deploy,deploy,0.9937233328819275,144,60000,0.0,0,7.73345369999879
patchtst_small,WCE,NCA,adapt,head_finetune,0.974211573600769,144,60000,2.5723383000004105,30000,7.73345369999879
patchtst_small,WCE,NCA,retrain,retrain,0.969182550907135,144,60000,7.852840200008359,90000,7.73345369999879
patchtst_small,WNA,NCA,deploy,deploy,0.9859741926193237,144,60000,0.0,0,7.678654000003007
patchtst_small,WNA,NCA,adapt,head_finetune,0.9760269522666931,144,60000,2.4737343000015244,30000,7.678654000003007
patchtst_small,WNA,NCA,retrain,retrain,0.969182550907135,144,60000,7.852840200008359,90000,7.678654000003007
patchtst_small,ENA,NCA,deploy,deploy,0.9707188010215759,144,60000,0.0,0,7.806862600002205
patchtst_small,ENA,NCA,adapt,head_finetune,0.969314694404602,144,60000,2.4672353000059957,30000,7.806862600002205
patchtst_small,ENA,NCA,retrain,retrain,0.969182550907135,144,60000,7.852840200008359,90000,7.806862600002205
patchtst_small,CNA,NCA,deploy,deploy,0.9703246355056763,144,60000,0.0,0,7.69364769999811
patchtst_small,CNA,NCA,adapt,head_finetune,0.9714696407318115,144,60000,2.575346099998569,30000,7.69364769999811
patchtst_small,CNA,NCA,retrain,retrain,0.969182550907135,144,60000,7.852840200008359,90000,7.69364769999811
patchtst_small,SAU,NCA,deploy,deploy,0.9735373258590698,144,60000,0.0,0,7.689114699998754
patchtst_small,SAU,NCA,adapt,head_finetune,0.9714798331260681,144,60000,2.5268071000027703,30000,7.689114699998754
patchtst_small,SAU,NCA,retrain,retrain,0.969182550907135,144,60000,7.852840200008359,90000,7.689114699998754
