model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
graphwavenet_transfer,EAS,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,9.521896299993386
graphwavenet_transfer,NEU,SAU,deploy,deploy,1.6896312236785889,351,368582,0.0,0,119.71575510001276
graphwavenet_transfer,NEU,SAU,adapt,head_finetune,1.6792454719543457,351,368582,2.6799078000040026,699,119.71575510001276
graphwavenet_transfer,NEU,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,119.71575510001276
graphwavenet_transfer,WCE,SAU,deploy,deploy,1.68681001663208,351,368582,0.0,0,142.56140950000554
graphwavenet_transfer,WCE,SAU,adapt,head_finetune,1.6805086135864258,351,368582,2.687753599995631,699,142.56140950000554
graphwavenet_transfer,WCE,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,142.56140950000554
graphwavenet_transfer,WNA,SAU,deploy,deploy,1.7328461408615112,351,368582,0.0,0,189.67070129999775
graphwavenet_transfer,WNA,SAU,adapt,head_finetune,1.6741279363632202,351,368582,2.6918179000058444,699,189.67070129999775
graphwavenet_transfer,WNA,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,189.67070129999775
graphwavenet_transfer,ENA,SAU,deploy,deploy,1.6994086503982544,351,368582,0.0,0,90.24955379999301
graphwavenet_transfer,ENA,SAU,adapt,head_finetune,1.6846590042114258,351,368582,2.696310800005449,699,90.24955379999301
graphwavenet_transfer,ENA,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,90.24955379999301
graphwavenet_transfer,CNA,SAU,deploy,deploy,1.7059887647628784,351,368582,0.0,0,72.37994899999467
graphwavenet_transfer,CNA,SAU,adapt,head_finetune,1.689089059829712,351,368582,2.7006889000040246,699,72.37994899999467
graphwavenet_transfer,CNA,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,72.37994899999467
graphwavenet_transfer,MED,SAU,deploy,deploy,1.682013750076294,351,368582,0.0,0,44.23583289999806
graphwavenet_transfer,MED,SAU,adapt,head_finetune,1.6744381189346313,351,368582,2.6970774000074016,699,44.23583289999806
graphwavenet_transfer,MED,SAU,retrain,retrain,1.6707956790924072,351,368582,56.65577630000189,2891,44.23583289999806
graphwavenet_transfer,EAU,SAU,deploy,deploy,1.6851438283920288,351,368582,0.0,0,35.01449030000367
graphwavenet_transfer,EAU,SAU,adapt,head_finetune,1.6737605333328247,351,368582,2.686234200009494,699,35.01449030000367
