threshold_profile,deploy_threshold,adapt_threshold,model,source_region,target_region,degradation_mean,degradation_ci95_halfwidth,risk_score,decision
main,0.01,0.025,regional_doy_climatology,EAU,MED,0.4680112335781275,1.820578011163554e-08,0.4680112517839076,retrain
main,0.01,0.025,regional_doy_climatology,EAU,NCA,1.1281001789252345,9.931727453563928e-09,1.128100188856962,retrain
main,0.01,0.025,regional_doy_climatology,EAU,NEU,0.1482092347057138,0.1453744163906972,0.293583651096411,retrain
main,0.01,0.025,regional_doy_climatology,EAU,NWN,0.0143200085917251,2.053768549773748e-08,0.014320029129410598,adapt
main,0.01,0.025,regional_doy_climatology,EAU,SAU,0.5321028408959539,1.4226796834535444e-08,0.5321028551227508,retrain
main,0.01,0.025,regional_doy_climatology,EAU,WCE,0.143547301180202,0.0622369173893902,0.20578421856959223,retrain
main,0.01,0.025,regional_doy_climatology,EAU,WNA,0.1601339831802574,2.209777573383298e-09,0.16013398539003498,retrain
main,0.01,0.025,regional_doy_climatology,ENA,CNA,0.7346753278957469,3.684864180388429e-08,0.7346753647443887,retrain
main,0.01,0.025,regional_doy_climatology,ENA,EAS,-1.1727776906602998,8.111008516273416e-08,-1.1727776095502147,deploy
main,0.01,0.025,regional_doy_climatology,ENA,EAU,0.4844497909714849,3.624336994585543e-08,0.48444982721485486,retrain
main,0.01,0.025,regional_doy_climatology,ENA,MED,1.034754268115365,6.053718992866661e-08,1.034754328652555,retrain
main,0.01,0.025,regional_doy_climatology,ENA,NCA,1.712666355200457,4.517981798900422e-08,1.712666400380275,retrain
main,0.01,0.025,regional_doy_climatology,ENA,NEU,0.4890638839697447,0.1381012653113072,0.6271651492810519,retrain
main,0.01,0.025,regional_doy_climatology,ENA,NWN,0.3778480568016286,5.6556949007690955e-08,0.3778481133585776,retrain
main,0.01,0.025,regional_doy_climatology,ENA,SAU,0.8885042694955003,5.48722182152053e-08,0.8885043243677185,retrain
main,0.01,0.025,regional_doy_climatology,ENA,WCE,0.4889226311426615,0.0642037241577681,0.5531263553004295,retrain
main,0.01,0.025,regional_doy_climatology,ENA,WNA,0.6961543612027636,3.4115155161873937e-08,0.6961543953179188,retrain
main,0.01,0.025,regional_doy_climatology,MED,CNA,-0.1360960132171443,2.7847118446697108e-08,-0.13609598537002585,deploy
main,0.01,0.025,regional_doy_climatology,MED,EAS,-1.6566743845175396,4.7829626343173286e-08,-1.6566743366879133,deploy
main,0.01,0.025,regional_doy_climatology,MED,EAU,-0.394873115644421,1.6271373787205677e-08,-0.3948730993730472,deploy
main,0.01,0.025,regional_doy_climatology,MED,ENA,-0.6841554104445771,6.653700331938554e-08,-0.6841553439075737,deploy
main,0.01,0.025,regional_doy_climatology,MED,NCA,0.6442528234040128,2.7635534230048306e-08,0.644252851039547,retrain
main,0.01,0.025,regional_doy_climatology,MED,NEU,-0.2175207788570465,0.1313087812150496,-0.08621199764199688,deploy
main,0.01,0.025,regional_doy_climatology,MED,NWN,-0.3764590706340279,8.699368202168825e-09,-0.37645906193465967,deploy
main,0.01,0.025,regional_doy_climatology,MED,SAU,0.1424120240958855,9.663172892646969e-09,0.1424120337590584,retrain
main,0.01,0.025,regional_doy_climatology,MED,WCE,-0.2221402148822012,0.0578089726164477,-0.16433124226575352,deploy
main,0.01,0.025,regional_doy_climatology,MED,WNA,-0.2124344261562589,2.2806642037717608e-08,-0.21243440334961686,deploy
main,0.01,0.025,regional_doy_climatology,NCA,CNA,-0.6772824907435154,9.191253376935262e-09,-0.677282481552262,deploy
main,0.01,0.025,regional_doy_climatology,NCA,EAS,-2.214317794674841,5.6786249975934884e-08,-2.214317737888591,deploy
main,0.01,0.025,regional_doy_climatology,NCA,EAU,-0.7801446228844592,8.681280379325003e-09,-0.7801446142031788,deploy
main,0.01,0.025,regional_doy_climatology,NCA,ENA,-1.0830473635300677,4.353038671775487e-08,-1.083047319999681,deploy
main,0.01,0.025,regional_doy_climatology,NCA,MED,-0.3746125616352289,2.166506933335933e-08,-0.37461253997015953,deploy
main,0.01,0.025,regional_doy_climatology,NCA,NEU,-0.5045525091593578,0.1155554570997843,-0.38899705205957347,deploy
main,0.01,0.025,regional_doy_climatology,NCA,NWN,-0.7509432310075542,2.0433581810623142e-08,-0.7509432105739724,deploy
main,0.01,0.025,regional_doy_climatology,NCA,SAU,-0.362901254121504,1.7214662251312254e-08,-0.36290123690684173,deploy
main,0.01,0.025,regional_doy_climatology,NCA,WCE,-0.5645478502221829,0.051275833394449,-0.5132720168277339,deploy
main,0.01,0.025,regional_doy_climatology,NCA,WNA,-0.4672218108942137,4.9954206513274995e-09,-0.4672218058987931,deploy
main,0.01,0.025,regional_doy_climatology,NEU,CNA,0.1820707918172379,0.1982074066343674,0.38027819845160526,retrain
main,0.01,0.025,regional_doy_climatology,NEU,EAS,-1.599783561622936,0.172441873477492,-1.427341688145444,deploy
main,0.01,0.025,regional_doy_climatology,NEU,EAU,-0.0302874474415522,0.1639974080310462,0.133709960589494,retrain
main,0.01,0.025,regional_doy_climatology,NEU,ENA,-0.447140262753503,0.1549789549881222,-0.2921613077653808,deploy
main,0.01,0.025,regional_doy_climatology,NEU,MED,0.4538296220969176,0.1811560072222299,0.6349856293191475,retrain
main,0.01,0.025,regional_doy_climatology,NEU,NCA,1.029632330921172,0.2203242630393146,1.2499565939604864,retrain
main,0.01,0.025,regional_doy_climatology,NEU,NWN,-0.145097307317195,0.1527126886511921,0.007615381333997112,deploy
main,0.01,0.025,regional_doy_climatology,NEU,SAU,0.3413033540849683,0.1815968496363419,0.5229002037213102,retrain
main,0.01,0.025,regional_doy_climatology,NEU,WCE,0.0180532658275939,0.1180102014979018,0.1360634673254957,retrain
main,0.01,0.025,regional_doy_climatology,NEU,WNA,0.2054587151417336,0.145762193021603,0.3512209081633366,retrain
main,0.01,0.025,regional_doy_climatology,NWN,CNA,0.3746717909662068,2.6005549367115408e-08,0.37467181697175617,retrain
main,0.01,0.025,regional_doy_climatology,NWN,EAS,-1.4457855315161536,4.6428900218728815e-08,-1.4457854850872534,deploy
main,0.01,0.025,regional_doy_climatology,NWN,EAU,0.1102297574234922,1.972576022780192e-08,0.11022977714925243,retrain
main,0.01,0.025,regional_doy_climatology,NWN,ENA,-0.2928629112331282,5.401974756549447e-08,-0.2928628572133806,deploy
main,0.01,0.025,regional_doy_climatology,NWN,MED,0.6045748744831078,6.24649528990654e-09,0.6045748807296031,retrain
main,0.01,0.025,regional_doy_climatology,NWN,NCA,1.2427990018248332,3.059880659588998e-08,1.2427990324236398,retrain
main,0.01,0.025,regional_doy_climatology,NWN,NEU,0.1227133788016446,0.1334422025746995,0.2561555813763441,retrain
main,0.01,0.025,regional_doy_climatology,NWN,SAU,0.512798061809035,1.285383231091833e-08,0.5127980746628673,retrain
main,0.01,0.025,regional_doy_climatology,NWN,WCE,0.1471679110434471,0.0621029098308521,0.20927082087429918,retrain
main,0.01,0.025,regional_doy_climatology,NWN,WNA,0.3201049189660175,2.9234724794004448e-08,0.3201049482007423,retrain
main,0.01,0.025,regional_doy_climatology,SAU,CNA,-0.2273566006678506,2.1734564461484943e-08,-0.22735657893328615,deploy
main,0.01,0.025,regional_doy_climatology,SAU,EAS,-1.9273350647061016,4.6889259699495455e-08,-1.9273350178168418,deploy
main,0.01,0.025,regional_doy_climatology,SAU,EAU,-0.3613004912193874,1.7022435678707154e-08,-0.3613004741969517,deploy
main,0.01,0.025,regional_doy_climatology,SAU,ENA,-0.7510597836854301,6.11799014239804e-08,-0.7510597225055287,deploy
main,0.01,0.025,regional_doy_climatology,SAU,MED,0.0784902906404729,1.2316488038269322e-08,0.07849030295696094,retrain
main,0.01,0.025,regional_doy_climatology,SAU,NCA,0.5826682628691198,2.3788291787185693e-08,0.5826682866574115,retrain
main,0.01,0.025,regional_doy_climatology,SAU,NEU,-0.2055975617626972,0.1194148824445962,-0.086182679318101,deploy
main,0.01,0.025,regional_doy_climatology,SAU,NWN,-0.4182671949875917,9.554163188888714e-09,-0.4182671854334285,deploy
main,0.01,0.025,regional_doy_climatology,SAU,WCE,-0.239962506495068,0.0557306466822216,-0.1842318598128464,deploy
main,0.01,0.025,regional_doy_climatology,SAU,WNA,-0.0917330067134355,2.3191130980067873e-08,-0.09173298352230452,deploy
main,0.01,0.025,regional_doy_climatology,WCE,CNA,0.1064215285406104,0.0854496410271938,0.1918711695678042,retrain
main,0.01,0.025,regional_doy_climatology,WCE,EAS,-1.675319468444976,0.0669618802102483,-1.6083575882347276,deploy
main,0.01,0.025,regional_doy_climatology,WCE,EAU,-0.0772255702173418,0.0734581547125208,-0.0037674155048210006,deploy
main,0.01,0.025,regional_doy_climatology,WCE,ENA,-0.4981472783038712,0.0635245576560117,-0.43462272064785945,deploy
main,0.01,0.025,regional_doy_climatology,WCE,MED,0.4191811057969192,0.0848999152528569,0.5040810210497761,retrain
main,0.01,0.025,regional_doy_climatology,WCE,NCA,0.9680984612967464,0.1031994103139623,1.0712978716107087,retrain
main,0.01,0.025,regional_doy_climatology,WCE,NEU,0.0163524585052451,0.0939682682237191,0.1103207267289642,retrain
main,0.01,0.025,regional_doy_climatology,WCE,NWN,-0.1486734098858283,0.0652128509714886,-0.0834605589143397,deploy
main,0.01,0.025,regional_doy_climatology,WCE,SAU,0.302310685542033,0.0775062961912258,0.3798169817332588,retrain
main,0.01,0.025,regional_doy_climatology,WCE,WNA,0.19465951343582,0.0733865463029694,0.26804605973878937,retrain
main,0.01,0.025,regional_doy_climatology,WNA,CNA,0.1565425405697271,9.120179519894454e-09,0.15654254968990663,retrain
main,0.01,0.025,regional_doy_climatology,WNA,EAS,-1.375585382491449,5.510638069983728e-08,-1.3755853273850682,deploy
main,0.01,0.025,regional_doy_climatology,WNA,EAU,-0.1705420718229297,1.4023883231986513e-08,-0.17054205779904646,deploy
main,0.01,0.025,regional_doy_climatology,WNA,ENA,-0.4622887675682552,4.670174145979481e-08,-0.46228872086651374,deploy
main,0.01,0.025,regional_doy_climatology,WNA,MED,0.3172497345189766,2.8920258355600743e-08,0.31724976343923494,retrain
main,0.01,0.025,regional_doy_climatology,WNA,NCA,1.008462361118358,1.0130058539333044e-08,1.0084623712484166,retrain
main,0.01,0.025,regional_doy_climatology,WNA,NEU,0.0112183964230644,0.1441982380634104,0.1554166344864748,retrain
main,0.01,0.025,regional_doy_climatology,WNA,NWN,-0.0983048111762689,2.7753044510621366e-08,-0.09830478342322438,deploy
main,0.01,0.025,regional_doy_climatology,WNA,SAU,0.432435303165713,2.5028873765372183e-08,0.43243532819458674,retrain
main,0.01,0.025,regional_doy_climatology,WNA,WCE,0.026568382945005,0.0613250142982177,0.0878933972432227,retrain
main,0.01,0.025,spatial_knn_ridge,CNA,EAS,-0.0267709993928965,0.0284771283713903,0.001706128978493801,deploy
main,0.01,0.025,spatial_knn_ridge,CNA,EAU,-0.0132322489428738,0.0145305862566536,0.0012983373137797991,deploy
main,0.01,0.025,spatial_knn_ridge,CNA,ENA,-0.0834529626711195,0.0171338704921961,-0.0663190921789234,deploy
main,0.01,0.025,spatial_knn_ridge,CNA,MED,0.0202057730109504,0.0145476120934853,0.0347533851044357,retrain
main,0.01,0.025,spatial_knn_ridge,CNA,NCA,0.1156418617626021,0.0350514653332546,0.1506933270958567,retrain
main,0.01,0.025,spatial_knn_ridge,CNA,NEU,-0.0573000966526777,0.0224787875520046,-0.034821309100673103,deploy
main,0.01,0.025,spatial_knn_ridge,CNA,NWN,0.0730351257746716,0.0144289959808634,0.087464121755535,retrain
main,0.01,0.025,spatial_knn_ridge,CNA,SAU,-0.0201890767045596,0.0347213189466538,0.0145322422420942,adapt
main,0.01,0.025,spatial_knn_ridge,CNA,WCE,-0.0718901366608089,0.0192296216087399,-0.052660515052069,deploy
main,0.01,0.025,spatial_knn_ridge,CNA,WNA,0.0264654602499343,0.0156773341493314,0.0421427943992657,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,CNA,0.1563171677465346,0.0239954086995507,0.18031257644608528,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,EAU,0.0909723826131526,0.0133411771420623,0.1043135597552149,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,ENA,0.0712157509709319,0.0274690694586745,0.0986848204296064,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,MED,0.1303987265609988,0.0211100743735752,0.151508800934574,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,NCA,0.2466674837088233,0.0336638607618758,0.2803313444706991,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,NEU,-0.0005469249921369,0.0254232028693733,0.0248762778772364,adapt
main,0.01,0.025,spatial_knn_ridge,EAS,NWN,0.0873127611673463,0.014057309875288,0.1013700710426343,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,SAU,0.0936782244416985,0.0134530103121945,0.107131234753893,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,WCE,0.0154915119967211,0.0176095620782683,0.0331010740749894,retrain
main,0.01,0.025,spatial_knn_ridge,EAS,WNA,0.0803237370372552,0.0172088002950625,0.0975325373323177,retrain
main,0.01,0.025,spatial_knn_ridge,EAU,CNA,0.0341890968979649,0.0197935288980695,0.0539826257960344,retrain
main,0.01,0.025,spatial_knn_ridge,EAU,EAS,-0.0436652675073442,0.0170672744567982,-0.026597993050546002,deploy
main,0.01,0.025,spatial_knn_ridge,EAU,ENA,-0.0470491147504706,0.0225108395195287,-0.0245382752309419,deploy
main,0.01,0.025,spatial_knn_ridge,EAU,MED,0.0337450403691143,0.003586892097721,0.0373319324668353,retrain
main,0.01,0.025,spatial_knn_ridge,EAU,NCA,0.1366509845766962,0.0162276767510113,0.1528786613277075,retrain
main,0.01,0.025,spatial_knn_ridge,EAU,NEU,-0.0553901793923731,0.0173374757023043,-0.0380527036900688,deploy
main,0.01,0.025,spatial_knn_ridge,EAU,NWN,0.0524219948115295,0.0077050612632964,0.0601270560748259,retrain
main,0.01,0.025,spatial_knn_ridge,EAU,SAU,-0.0037663702376081,0.02149662631796,0.0177302560803519,adapt
main,0.01,0.025,spatial_knn_ridge,EAU,WCE,-0.060927025683453,0.0165883045778379,-0.0443387211056151,deploy
main,0.01,0.025,spatial_knn_ridge,EAU,WNA,0.0234133370294787,0.0074230495951331,0.0308363866246118,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,CNA,0.1253957476724446,0.0256501947416709,0.1510459424141155,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,EAS,0.0780737216423829,0.0265623317229698,0.1046360533653527,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,EAU,0.0995887633942173,0.01735173990471,0.1169405032989273,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,MED,0.1498202917654598,0.0155347655404381,0.1653550573058979,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,NCA,0.2802861574769594,0.0215591019149617,0.3018452593919211,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,NEU,0.0058689179908897,0.0119055197704084,0.017774437761298098,adapt
main,0.01,0.025,spatial_knn_ridge,ENA,NWN,0.1673740283268185,0.0091881565650406,0.1765621848918591,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,SAU,0.0857470281514289,0.0366428938686593,0.1223899220200882,retrain
main,0.01,0.025,spatial_knn_ridge,ENA,WCE,0.0011145553177126,0.0039627767506434,0.005077332068356,deploy
main,0.01,0.025,spatial_knn_ridge,ENA,WNA,0.1374421989304615,0.0127860872390867,0.1502282861695482,retrain
main,0.01,0.025,spatial_knn_ridge,MED,CNA,0.0087958520585541,0.0102826018130138,0.0190784538715679,adapt
main,0.01,0.025,spatial_knn_ridge,MED,EAS,-0.0655188896715073,0.0308121781483739,-0.034706711523133406,deploy
main,0.01,0.025,spatial_knn_ridge,MED,EAU,-0.0264576404647685,0.0066544237409252,-0.0198032167238433,deploy
main,0.01,0.025,spatial_knn_ridge,MED,ENA,-0.05931136258429,0.0178756646171884,-0.0414356979671016,deploy
main,0.01,0.025,spatial_knn_ridge,MED,NCA,0.094543120565349,0.0208758916158318,0.1154190121811808,retrain
main,0.01,0.025,spatial_knn_ridge,MED,NEU,-0.0691534751513013,0.0158186501371579,-0.0533348250141434,deploy
main,0.01,0.025,spatial_knn_ridge,MED,NWN,0.0251807054858663,0.0091123039147903,0.0342930094006566,retrain
main,0.01,0.025,spatial_knn_ridge,MED,SAU,-0.0267551495625554,0.0297309587691428,0.0029758092065873994,deploy
main,0.01,0.025,spatial_knn_ridge,MED,WCE,-0.0750728189400391,0.0105201244060108,-0.0645526945340283,deploy
main,0.01,0.025,spatial_knn_ridge,MED,WNA,-0.0044252371065431,0.0102564797323339,0.005831242625790801,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,CNA,-0.0667688307240229,0.0271776570195578,-0.0395911737044651,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,EAS,-0.1188049851291657,0.0173341759469132,-0.10147080918225249,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,EAU,-0.0859938088056174,0.0139287624405114,-0.072065046365106,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,ENA,-0.1100146360136001,0.0079213493822517,-0.10209328663134841,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,MED,-0.0648975767252922,0.0161241090484201,-0.0487734676768721,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,NEU,-0.0973546843132872,0.0151558832367579,-0.0821988010765293,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,NWN,-0.0130627113573036,0.0192239061868031,0.0061611948294995,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,SAU,-0.0782368265485984,0.0214167950988759,-0.0568200314497225,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,WCE,-0.1082262757523587,0.0181838114552535,-0.0900424642971052,deploy
main,0.01,0.025,spatial_knn_ridge,NCA,WNA,-0.0647940361498251,0.0144982098152012,-0.0502958263346239,deploy
main,0.01,0.025,spatial_knn_ridge,NEU,CNA,0.1507985029704737,0.0535967607698634,0.20439526374033712,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,EAS,0.0363828281651326,0.0170577198344667,0.0534405479995993,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,EAU,0.0986691526078458,0.0302751606349485,0.1289443132427943,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,ENA,0.0358817394653033,0.0314353442458383,0.06731708371114159,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,MED,0.146630984414369,0.0323630938611571,0.1789940782755261,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,NCA,0.2812729610828231,0.0256091463497904,0.3068821074326135,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,NWN,0.1274735593393445,0.016284926128882,0.1437584854682265,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,SAU,0.0899644514302136,0.0470777131749418,0.1370421646051554,retrain
main,0.01,0.025,spatial_knn_ridge,NEU,WCE,0.0043914478471185,0.0112640291086877,0.0156554769558062,adapt
main,0.01,0.025,spatial_knn_ridge,NEU,WNA,0.1153845539759447,0.0177359658785008,0.1331205198544455,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,CNA,0.1267009982542286,0.0269227300584187,0.15362372831264728,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,EAS,-0.010033309094942,0.0243245290436698,0.014291219948727802,adapt
main,0.01,0.025,spatial_knn_ridge,NWN,EAU,0.0566616769784847,0.016216761444582,0.0728784384230667,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,ENA,0.1048581637314858,0.0114747643368005,0.11633292806828631,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,MED,0.066478256715221,0.0099759214471113,0.07645417816233231,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,NCA,0.1414788713018071,0.0128448681495312,0.15432373945133832,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,NEU,-0.0107560932477738,0.0153740220506123,0.004617928802838501,deploy
main,0.01,0.025,spatial_knn_ridge,NWN,SAU,0.0671089664116234,0.0376550538035851,0.1047640202152085,retrain
main,0.01,0.025,spatial_knn_ridge,NWN,WCE,0.0094754849840218,0.0054001262920345,0.0148756112760563,adapt
main,0.01,0.025,spatial_knn_ridge,NWN,WNA,0.0008405764929247,0.0052412837175321,0.0060818602104568,deploy
main,0.01,0.025,spatial_knn_ridge,SAU,CNA,0.0386741341354525,0.0380332735397851,0.0767074076752376,retrain
main,0.01,0.025,spatial_knn_ridge,SAU,EAS,-0.0205205418058719,0.0181042339673884,-0.002416307838483501,deploy
main,0.01,0.025,spatial_knn_ridge,SAU,EAU,0.0079798619954265,0.0259386077311131,0.0339184697265396,retrain
main,0.01,0.025,spatial_knn_ridge,SAU,ENA,-0.0519537016068084,0.0330210989679364,-0.018932602638871997,deploy
main,0.01,0.025,spatial_knn_ridge,SAU,MED,0.0422178276868506,0.0357186056396019,0.0779364333264525,retrain
main,0.01,0.025,spatial_knn_ridge,SAU,NCA,0.1527655794740447,0.0417196295438737,0.1944852090179184,retrain
main,0.01,0.025,spatial_knn_ridge,SAU,NEU,-0.048628595925527,0.0215484420158543,-0.027080153909672697,deploy
main,0.01,0.025,spatial_knn_ridge,SAU,NWN,0.0683337573932689,0.0261525662258756,0.0944863236191445,retrain
main,0.01,0.025,spatial_knn_ridge,SAU,WCE,-0.059010858494513,0.0270399298420919,-0.0319709286524211,deploy
main,0.01,0.025,spatial_knn_ridge,SAU,WNA,0.0413801021554751,0.0282715566983583,0.0696516588538334,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,CNA,0.1417523469063447,0.0272173608646825,0.16896970777102718,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,EAS,0.0571336496613968,0.0182785863249562,0.075412235986353,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,EAU,0.0984603685986402,0.0193109827022405,0.1177713513008807,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,ENA,0.0186226465703824,0.0036917296195996,0.022314376189982,adapt
main,0.01,0.025,spatial_knn_ridge,WCE,MED,0.1467617159975742,0.0240501153958252,0.1708118313933994,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,NCA,0.2852882973702426,0.0180495886094821,0.30333788597972466,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,NEU,0.0019095791357054,0.0065189381783022,0.008428517314007601,deploy
main,0.01,0.025,spatial_knn_ridge,WCE,NWN,0.1417482616824034,0.0182966397955975,0.1600449014780009,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,SAU,0.0856216528822947,0.0367908345388683,0.12241248742116301,retrain
main,0.01,0.025,spatial_knn_ridge,WCE,WNA,0.1274310213795045,0.0142460249531099,0.14167704633261438,retrain
main,0.01,0.025,spatial_knn_ridge,WNA,CNA,0.0485447286769239,0.0389748280179862,0.0875195566949101,retrain
main,0.01,0.025,spatial_knn_ridge,WNA,EAS,-0.0686358346114989,0.0132116177906111,-0.0554242168208878,deploy
main,0.01,0.025,spatial_knn_ridge,WNA,EAU,0.0030930296775793,0.0183715463565472,0.0214645760341265,adapt
main,0.01,0.025,spatial_knn_ridge,WNA,ENA,-0.0064024122007704,0.0258274204982625,0.0194250082974921,adapt
main,0.01,0.025,spatial_knn_ridge,WNA,MED,0.0293062746555758,0.0189965870155217,0.0483028616710975,retrain
main,0.01,0.025,spatial_knn_ridge,WNA,NCA,0.113848581253599,0.0060617686887589,0.1199103499423579,retrain
main,0.01,0.025,spatial_knn_ridge,WNA,NEU,-0.0467748394111878,0.0132125180926617,-0.0335623213185261,deploy
main,0.01,0.025,spatial_knn_ridge,WNA,NWN,0.024500473238167,0.0053401691090232,0.029840642347190197,retrain
main,0.01,0.025,spatial_knn_ridge,WNA,SAU,0.0137757346100579,0.031276897684653,0.0450526322947109,retrain
main,0.01,0.025,spatial_knn_ridge,WNA,WCE,-0.0369301834199216,0.01082138710048,-0.0261087963194416,deploy
main,0.01,0.025,stgcn_diffusion,CNA,EAS,0.4567520199939911,2.136534835414998,2.593286855408989,retrain
main,0.01,0.025,stgcn_diffusion,CNA,EAU,0.0680723151949114,0.4007444561438221,0.4688167713387335,retrain
main,0.01,0.025,stgcn_diffusion,CNA,ENA,0.0263487810158399,0.2353161140657891,0.261664895081629,retrain
main,0.01,0.025,stgcn_diffusion,CNA,MED,0.0633547850958127,0.2510567883553116,0.3144115734511243,retrain
main,0.01,0.025,stgcn_diffusion,CNA,NCA,0.0081686010167577,0.1071942793355969,0.1153628803523546,retrain
main,0.01,0.025,stgcn_diffusion,CNA,NEU,0.0972361124044778,0.0207753575266536,0.1180114699311314,retrain
main,0.01,0.025,stgcn_diffusion,CNA,NWN,0.1819115282923288,0.0906827437432205,0.2725942720355493,retrain
main,0.01,0.025,stgcn_diffusion,CNA,SAU,0.0435611273439756,0.1764811313922226,0.2200422587361982,retrain
main,0.01,0.025,stgcn_diffusion,CNA,WCE,0.0569713597641673,0.0668007398318704,0.1237720995960377,retrain
main,0.01,0.025,stgcn_diffusion,CNA,WNA,0.0909400798667893,0.1920009984192389,0.2829410782860282,retrain
main,0.01,0.025,stgcn_diffusion,EAS,CNA,0.1121595138944662,0.1001502159815767,0.2123097298760429,retrain
main,0.01,0.025,stgcn_diffusion,EAS,EAU,0.0212898704604029,0.0612225039014887,0.0825123743618916,retrain
main,0.01,0.025,stgcn_diffusion,EAS,ENA,0.1579718045494926,0.2182330430161916,0.3762048475656842,retrain
main,0.01,0.025,stgcn_diffusion,EAS,MED,0.0085156039631907,0.0598751056218049,0.0683907095849956,retrain
main,0.01,0.025,stgcn_diffusion,EAS,NCA,0.007771149280016,0.0320132817719899,0.0397844310520059,retrain
main,0.01,0.025,stgcn_diffusion,EAS,NEU,0.0425073642472296,0.0459580758638446,0.0884654401110742,retrain
main,0.01,0.025,stgcn_diffusion,EAS,NWN,0.0987131600991848,0.2356447936756021,0.3343579537747869,retrain
main,0.01,0.025,stgcn_diffusion,EAS,SAU,0.0135344666493099,0.076664520928973,0.0901989875782829,retrain
main,0.01,0.025,stgcn_diffusion,EAS,WCE,0.0237385054263159,0.0799320956405489,0.10367060106686479,retrain
main,0.01,0.025,stgcn_diffusion,EAS,WNA,0.0216491627749436,0.129442297530989,0.1510914603059326,retrain
main,0.01,0.025,stgcn_diffusion,EAU,CNA,0.0748920434031247,0.0443563558161422,0.11924839921926692,retrain
main,0.01,0.025,stgcn_diffusion,EAU,EAS,-0.0217771118919292,0.1884277387953205,0.16665062690339127,retrain
main,0.01,0.025,stgcn_diffusion,EAU,ENA,0.1168753778957533,0.0357056219463222,0.1525809998420755,retrain
main,0.01,0.025,stgcn_diffusion,EAU,MED,-0.0005877190252811,0.0157523074413836,0.0151645884161025,adapt
main,0.01,0.025,stgcn_diffusion,EAU,NCA,-0.0007079674677038,0.0158930688607698,0.015185101393066,adapt
main,0.01,0.025,stgcn_diffusion,EAU,NEU,0.029505005680024,0.0252122663449929,0.0547172720250169,retrain
main,0.01,0.025,stgcn_diffusion,EAU,NWN,0.1229607086837638,0.0531835800999025,0.17614428878366628,retrain
main,0.01,0.025,stgcn_diffusion,EAU,SAU,0.0005554613063427,0.0133315581805656,0.013887019486908299,adapt
main,0.01,0.025,stgcn_diffusion,EAU,WCE,0.0085006314997427,0.0159166156485339,0.0244172471482766,adapt
main,0.01,0.025,stgcn_diffusion,EAU,WNA,0.0289552997538719,0.0362470526022437,0.0652023523561156,retrain
main,0.01,0.025,stgcn_diffusion,ENA,CNA,0.0174030293391728,0.0634108186863819,0.0808138480255547,retrain
main,0.01,0.025,stgcn_diffusion,ENA,EAS,0.1535922291595736,0.0964260083100347,0.2500182374696083,retrain
main,0.01,0.025,stgcn_diffusion,ENA,EAU,0.0725835787167155,0.0557024352589228,0.1282860139756383,retrain
main,0.01,0.025,stgcn_diffusion,ENA,MED,0.0436076564473131,0.0411744114443257,0.08478206789163881,retrain
