canonical_station_uid,source_region,target_region,cell5,mae_out_minus_in,risk_class,p_safe,p_moderate,p_high,predicted_risk_class,recommendation
eur_ecad_01::13000,MED,WCE,50_10,-0.0461085878233933,safe,0.958850181080105,0.040607466486671434,0.0005423524332232866,safe,deploy
eur_ecad_01::13000,NEU,WCE,50_10,0.0926195700862386,moderate,0.0018448946163511653,0.9981551053836488,0.0,moderate,adapt
eur_ecad_01::13001,MED,WCE,45_5,-0.0876536312876923,safe,0.18468008112053524,0.47946780471988604,0.3358521141595787,moderate,adapt
eur_ecad_01::13001,NEU,WCE,45_5,0.052570208701391,moderate,0.043032607124790116,0.9010918645918731,0.05587552828333688,moderate,adapt
eur_ecad_01::13004,MED,WCE,45_10,-0.0124765478090225,safe,0.5272860398429393,0.4041805805496807,0.06853337960738003,safe,deploy
eur_ecad_01::13004,NEU,WCE,45_10,0.0615306960819221,moderate,0.0662777278716577,0.8757088633428531,0.05801340878548938,moderate,adapt
eur_ecad_01::13378,MED,WCE,45_10,0.0335449404378649,moderate,0.5920962632043184,0.4039502281785736,0.003953508617107595,safe,deploy
eur_ecad_01::13378,NEU,WCE,45_10,0.1119274786599584,moderate,0.01918392876426504,0.9732540763119514,0.0075619949237833075,moderate,adapt
eur_ecad_01::13379,MED,WCE,50_5,-0.1436343843778913,safe,0.9261975113155304,0.07332842236055744,0.0004740663239131771,safe,deploy
eur_ecad_01::13379,NEU,WCE,50_5,0.0235244729016939,moderate,0.002618694583456522,0.9973813054165435,0.0,moderate,adapt
eur_ecad_01::12164,MED,WCE,50_10,-0.0153747630276872,safe,0.8596186729583646,0.13788884039218605,0.0024924866494488124,safe,deploy
eur_ecad_01::12164,NEU,WCE,50_10,0.0763964876748279,moderate,0.014125337802836145,0.9805645818844715,0.005310080312692524,moderate,adapt
eur_ecad_01::12165,MED,WCE,50_10,-0.0153747630276872,safe,0.9162704398766186,0.0821898265462979,0.0015397335770833752,safe,deploy
eur_ecad_01::12165,NEU,WCE,50_10,0.0763964876748279,moderate,0.01020303917232616,0.9874556247372206,0.002341336090453417,moderate,adapt
eur_ecad_01::12166,MED,WCE,50_10,-0.0548579506979725,safe,0.9815615092094783,0.016787678866489637,0.001650811924031874,safe,deploy
eur_ecad_01::12166,NEU,WCE,50_10,0.0885613336345199,moderate,0.0007572695107142381,0.9987034785369634,0.0005392519523222357,moderate,adapt
eur_ecad_01::13663,MED,WCE,45_5,-0.1042092142773256,safe,0.7572870684502968,0.21699039724815306,0.025722534301549544,safe,deploy
eur_ecad_01::13663,NEU,WCE,45_5,0.0442996699522151,moderate,0.0075010949921875915,0.9854302480998169,0.007068656907995536,moderate,adapt
eur_ecad_01::13664,MED,WCE,45_5,-0.0919695194047323,safe,0.9713644375491348,0.028373255211377076,0.0002623072394880364,safe,deploy
eur_ecad_01::13664,NEU,WCE,45_5,0.0833494406773507,moderate,0.026725375634461278,0.9694307510139881,0.0038438733515505463,moderate,adapt
eur_ecad_01::13665,MED,WCE,50_5,-0.0916873517596332,safe,0.9118078868673882,0.0819685449860437,0.006223568146567764,safe,deploy
eur_ecad_01::13665,NEU,WCE,50_5,0.0694390191070408,moderate,0.0033353285870272903,0.9939651320178264,0.002699539395146164,moderate,adapt
eur_ecad_01::13666,MED,WCE,45_5,0.0370360358400416,moderate,0.1281396669076339,0.7181523306538737,0.15370800243849214,moderate,adapt
eur_ecad_01::13666,NEU,WCE,45_5,0.0917289703530697,moderate,0.027401826340918114,0.9472776374852604,0.025320536173821993,moderate,adapt
eur_ecad_01::13667,MED,NEU,50_10,-0.1091427044932782,safe,0.9969143031753562,0.0029401624655562937,0.00014553435908740272,safe,deploy
eur_ecad_01::13667,WCE,NEU,50_10,-0.0739442357402593,safe,0.9684294143708939,0.031466461863069436,0.0001041237660363748,safe,deploy
eur_ecad_01::7735,MED,NEU,65_20,-0.1309072717789101,safe,0.9939116235643046,0.004944873392873865,0.0011435030428215529,safe,deploy
eur_ecad_01::7735,WCE,NEU,65_20,-0.0471044705074219,safe,0.968207294172196,0.03127003347690659,0.0005226723508972499,safe,deploy
eur_ecad_01::13587,MED,WCE,45_10,-0.0406791817996889,safe,0.9937234343915047,0.006240615468928374,3.5950139566816586e-05,safe,deploy
eur_ecad_01::13587,NEU,WCE,45_10,0.0806208969356614,moderate,0.003500017290939981,0.9964999827090602,0.0,moderate,adapt
eur_ecad_01::13588,MED,WCE,50_10,-0.0618200644985731,safe,0.9790114943705878,0.020457855539308005,0.0005306500901036581,safe,deploy
eur_ecad_01::13588,NEU,WCE,50_10,0.0704739770086031,moderate,0.0005711313891107585,0.9994288686108892,0.0,moderate,adapt
eur_ecad_01::13589,MED,NEU,50_10,-0.1338693103236012,safe,0.9973625870995312,0.0024918785413814205,0.00014553435908740272,safe,deploy
eur_ecad_01::13589,WCE,NEU,50_10,-0.0901148853647106,safe,0.9948994209303806,0.005100579069619307,0.0,safe,deploy
eur_ecad_01::13592,MED,WCE,45_10,-0.0337619289036741,safe,0.978463231237642,0.021500818622791067,3.5950139566816586e-05,safe,deploy
eur_ecad_01::13592,NEU,WCE,45_10,0.0808860134014266,moderate,0.006251585119453699,0.9937484148805462,0.0,moderate,adapt
eur_ecad_01::13673,MED,WCE,50_10,-0.0192987917372513,safe,0.5302451498835203,0.46574696104694,0.004007889069539943,safe,deploy
eur_ecad_01::13673,NEU,WCE,50_10,0.0935780337959677,moderate,0.024999910365606535,0.9358290647026206,0.0391710249317729,moderate,adapt
eur_ecad_01::13675,MED,NEU,50_5,-0.137458661348464,safe,0.9763629997350601,0.020205475670763324,0.0034315245941764364,safe,deploy
eur_ecad_01::13675,WCE,NEU,50_5,-0.0276778625714366,safe,0.6127415206844906,0.38022466763928026,0.00703381167623025,safe,deploy
eur_ecad_01::13677,MED,WCE,50_10,-0.0376690317920305,safe,0.5905431859129292,0.3892112102593802,0.020245603827691257,safe,deploy
eur_ecad_01::13677,NEU,WCE,50_10,0.0847691018930794,moderate,0.037905181267834584,0.8133457924294752,0.14874902630268985,moderate,adapt
eur_ecad_01::13678,MED,WCE,45_5,-0.1350884965587244,safe,0.8958793829075402,0.09964441599572173,0.004476201096738638,safe,deploy
eur_ecad_01::13678,NEU,WCE,45_5,0.036102830557775,moderate,0.004960205325217937,0.9929699182321992,0.0020698764425831876,moderate,adapt
eur_ecad_01::12102,MED,WCE,50_10,-0.0263259742466566,safe,0.9225709878365125,0.07431365095478354,0.003115361208704097,safe,deploy
eur_ecad_01::12102,NEU,WCE,50_10,0.0619972802810924,moderate,0.010165929088524296,0.9876961527911874,0.0021379181202885317,moderate,adapt
eur_ecad_01::12105,MED,WCE,50_10,-0.0820511683136282,safe,0.912079274752102,0.08011838190815534,0.007802343339742067,safe,deploy
eur_ecad_01::12105,NEU,WCE,50_10,0.078030221346371,moderate,0.03148220590752851,0.9205965012856494,0.047921292806822696,moderate,adapt
eur_ecad_01::12106,MED,WCE,50_10,-0.0455962946194459,safe,0.9165947030309896,0.0812706821111206,0.002134614857889683,safe,deploy
eur_ecad_01::12106,NEU,WCE,50_10,0.105478010558103,moderate,0.020070783187477625,0.9694317820220489,0.010497434790473508,moderate,adapt
eur_ecad_01::12107,MED,WCE,45_10,0.0338323116110954,moderate,0.756096794774861,0.24263580548457467,0.0012673997405637835,safe,deploy
eur_ecad_01::12107,NEU,WCE,45_10,0.0910153451966211,moderate,0.0015292326457664327,0.9973450962289988,0.0011256711252348023,moderate,adapt
eur_ecad_01::12108,MED,WCE,45_5,-0.0533674784037296,safe,0.8370858525072467,0.16143698376791868,0.0014771637248343877,safe,deploy
eur_ecad_01::12108,NEU,WCE,45_5,0.1069268917182997,moderate,0.0013128728723158475,0.9682510143798057,0.030436112747878653,moderate,adapt
eur_ecad_01::12111,MED,WCE,50_5,-0.1357891551877923,safe,0.9346711312061128,0.06439236352431583,0.0009365052695718025,safe,deploy
eur_ecad_01::12111,NEU,WCE,50_5,0.0390764865531325,moderate,0.011309663387786566,0.9879348779444574,0.0007554586677555904,moderate,adapt
eur_ecad_01::11971,MED,WCE,50_10,-0.0296923096301999,safe,0.9705336009098533,0.02865155549587356,0.0008148435942731549,safe,deploy
eur_ecad_01::11971,NEU,WCE,50_10,0.0923637068728684,moderate,0.007518475604120223,0.9916842195184233,0.0007973048774563334,moderate,adapt
eur_ecad_01::11972,MED,WCE,45_10,-0.0363762922963739,safe,0.9635954493264041,0.03612773569725716,0.0002768149763391291,safe,deploy
eur_ecad_01::11972,NEU,WCE,45_10,0.0904767552514238,moderate,0.0028297137304333355,0.9967004687342252,0.000469817535341258,moderate,adapt
eur_ecad_01::11973,MED,WCE,50_10,-0.0686151977545281,safe,0.7918178309042576,0.20240460799700727,0.005777561098735678,safe,deploy
eur_ecad_01::11973,NEU,WCE,50_10,0.0698096087437578,moderate,0.004176306712630805,0.9908172715298782,0.005006421757490983,moderate,adapt
eur_ecad_01::11974,MED,WCE,50_10,-0.0566000286471193,safe,0.8738421090942192,0.1239292489167383,0.0022286419890428137,safe,deploy
eur_ecad_01::11974,NEU,WCE,50_10,0.0884488655347932,moderate,0.012244276370267313,0.9506937509473551,0.03706197268237806,moderate,adapt
eur_ecad_01::11975,MED,WCE,45_10,0.0327207296083389,moderate,0.5509173187177339,0.4448841573446835,0.0041985239375826105,safe,deploy
eur_ecad_01::11975,NEU,WCE,45_10,0.1138159979360828,moderate,0.008996736014677688,0.9815961309264102,0.00940713305891204,moderate,adapt
eur_ecad_01::11976,MED,WCE,45_5,-0.1311041090350659,safe,0.20712544561697657,0.43025131674378014,0.36262323763924326,moderate,adapt
eur_ecad_01::11976,NEU,WCE,45_5,0.0222326681009432,moderate,0.08197587989231044,0.9005086625455656,0.017515457562123887,moderate,adapt
eur_ecad_01::7743,MED,NEU,65_25,-0.0689499264226363,safe,0.9843681636135203,0.015350663111368833,0.0002811732751107997,safe,deploy
eur_ecad_01::7743,WCE,NEU,65_25,-0.0476922480391919,safe,0.9647884299955424,0.034526078465516835,0.0006854915389408754,safe,deploy
eur_ecad_01::13475,MED,WCE,45_5,-0.0760992763531813,safe,0.4080885587713531,0.5744595596750637,0.017451881553582866,moderate,deploy
eur_ecad_01::13475,NEU,WCE,45_5,0.0498368877334329,moderate,0.003845438644214214,0.9926475804422127,0.0035069809135730382,moderate,adapt
eur_ecad_01::13946,MED,WCE,50_5,-0.1292782691073863,safe,0.9425764075790396,0.055119959825400286,0.0023036325955600196,safe,deploy
eur_ecad_01::13946,NEU,WCE,50_5,0.0459706392240852,moderate,0.02163235836296121,0.9775069040696248,0.0008607375674141336,moderate,adapt
eur_ecad_01::13949,MED,WCE,50_10,-0.0652019032483615,safe,0.960345268766995,0.039080415844232066,0.0005743153887731079,safe,deploy
eur_ecad_01::13949,NEU,WCE,50_10,0.0913101697694243,moderate,0.0006033293915988991,0.9993966706084011,0.0,moderate,adapt
eur_ecad_01::13950,MED,WCE,50_10,-0.053350068104168,safe,0.8506840492853397,0.14285786648932977,0.006458084225330193,safe,deploy
eur_ecad_01::13950,NEU,WCE,50_10,0.0705120592237391,moderate,0.008999559068404264,0.9900679323376583,0.0009325085939377036,moderate,adapt
eur_ecad_01::12553,MED,WCE,45_10,-0.0385987450007321,safe,0.9378424011408547,0.06168600194479456,0.00047159691435135306,safe,deploy
eur_ecad_01::12553,NEU,WCE,45_10,0.0787033398048207,moderate,0.0019731063349370495,0.9980268936650628,0.0,moderate,adapt
eur_ecad_01::12555,MED,WCE,50_10,-0.0796200183729918,safe,0.9207303220244306,0.07763904235139826,0.001630635624171103,safe,deploy
eur_ecad_01::12555,NEU,WCE,50_10,0.0842281733507386,moderate,0.0010662915401423282,0.9988355120553931,9.819640446478044e-05,moderate,adapt
eur_ecad_01::12556,MED,WCE,50_10,-0.0840309883019307,safe,0.9067858500597293,0.07593441974599809,0.01727973019427307,safe,deploy
eur_ecad_01::12556,NEU,WCE,50_10,0.0846634532063888,moderate,0.021543958883185246,0.9663210301437126,0.012135010973102637,moderate,adapt
eur_ecad_01::12254,MED,WCE,50_10,-0.0370172607380201,safe,0.9829725073605181,0.016424848323531208,0.0006026443159506166,safe,deploy
eur_ecad_01::12254,NEU,WCE,50_10,0.073933007463808,moderate,0.018257359075104205,0.9784646828769139,0.003277958047981983,moderate,adapt
eur_ecad_01::12255,MED,WCE,50_10,-0.0224576837259213,safe,0.8357585220720862,0.16306668824285284,0.001174789685061522,safe,deploy
eur_ecad_01::12255,NEU,WCE,50_10,0.1007844380018463,moderate,0.009012880804346559,0.9450401557896869,0.045946963405967,moderate,adapt
eur_ecad_01::12256,MED,WCE,45_5,-0.0188796907490194,safe,0.6229223081972728,0.3591595101927667,0.017918181609960438,safe,deploy
eur_ecad_01::12256,NEU,WCE,45_5,0.0994802774308105,moderate,0.00011834693297708222,0.9939123740177723,0.005969279049250815,moderate,adapt
eur_ecad_01::13481,MED,WCE,50_5,-0.0667471947938542,safe,0.9516677775146773,0.04807418901702134,0.00025803346830078364,safe,deploy
eur_ecad_01::13481,NEU,WCE,50_5,0.0670222976708059,moderate,0.0008905108718817094,0.9985186627108875,0.000590826417230863,moderate,adapt
eur_ecad_01::13482,MED,WCE,50_10,-0.0484835725869121,safe,0.9589319622692059,0.04035407059713623,0.0007139671336576257,safe,deploy
eur_ecad_01::13482,NEU,WCE,50_10,0.0950713759080561,moderate,0.004208213219156769,0.992447890093963,0.0033438966868804838,moderate,adapt
eur_ecad_01::13485,MED,WCE,50_5,-0.0786607211778549,safe,0.9441557401176508,0.05517030802048465,0.000673951861864541,safe,deploy
eur_ecad_01::13485,NEU,WCE,50_5,0.0573560735748484,moderate,0.000910262066874384,0.998719283371917,0.00037045456120867435,moderate,adapt
eur_ecad_01::13089,MED,WCE,50_10,-0.0293925732217692,safe,0.9312812445801372,0.0635249937386486,0.0051937616812142715,safe,deploy
eur_ecad_01::13089,NEU,WCE,50_10,0.1167452831611557,moderate,0.007391938964573868,0.9829913606262338,0.009616700409192576,moderate,adapt
eur_ecad_01::13091,MED,WCE,50_10,-0.0042592189989303,safe,0.7490962107385064,0.24509298397704116,0.005810805284452588,safe,deploy
eur_ecad_01::13091,NEU,WCE,50_10,0.1063735831068317,moderate,0.004714825920306526,0.974620107235777,0.020665066843917192,moderate,adapt
eur_ecad_01::13092,MED,WCE,45_10,-0.0317842073820968,safe,0.9333298562896079,0.06663419357082521,3.5950139566816586e-05,safe,deploy
eur_ecad_01::13092,NEU,WCE,45_10,0.093505709644365,moderate,0.0007214829934952551,0.9979880144994453,0.0012905025070594645,moderate,adapt
eur_ecad_01::13093,MED,WCE,50_10,-0.0398189719546513,safe,0.532697709206654,0.4555325662756689,0.011769724517677011,safe,deploy
eur_ecad_01::13093,NEU,WCE,50_10,0.0653018729080048,moderate,0.004820445666951022,0.992877083630282,0.0023024707027668313,moderate,adapt
eur_ecad_01::12428,MED,WCE,50_10,-0.0282073681912682,safe,0.742949579007097,0.2539431412308066,0.0031072797620964676,safe,deploy
eur_ecad_01::12428,NEU,WCE,50_10,0.0800524729538136,moderate,0.01032661617060583,0.9630089364902763,0.026664447339118026,moderate,adapt
eur_ecad_01::12430,MED,WCE,45_10,0.0386872878664474,moderate,0.4381146294622669,0.5532682591031861,0.008617111434546732,moderate,deploy
eur_ecad_01::12430,NEU,WCE,45_10,0.1074736262999676,moderate,0.0033818365614069657,0.9852636607660304,0.011354502672562671,moderate,adapt
eur_ecad_01::12433,MED,WCE,50_10,-0.0741731969367429,safe,0.9687270186621235,0.030791653140765193,0.00048132819711096334,safe,deploy
eur_ecad_01::12433,NEU,WCE,50_10,0.0583098515177904,moderate,0.0009903670996547903,0.9988573161291182,0.00015231677122698586,moderate,adapt
eur_ecad_01::11808,MED,WCE,45_10,-0.0437624416331066,safe,0.9848293885714097,0.013591917088514325,0.0015786943400757955,safe,deploy
eur_ecad_01::11808,NEU,WCE,45_10,0.0467554244979511,moderate,0.01181054163467409,0.9876318223894159,0.000557635975909826,moderate,adapt
eur_ecad_01::11809,MED,WCE,45_10,-0.0389722451745724,safe,0.9406542130222468,0.05930983683818693,3.5950139566816586e-05,safe,deploy
eur_ecad_01::11809,NEU,WCE,45_10,0.0900138570553901,moderate,0.0004874739387640372,0.9993383724582852,0.0001741536029508629,moderate,adapt
eur_ecad_01::11812,MED,WCE,50_5,-0.0740653473322736,safe,0.8962378260850125,0.10234545083343818,0.0014167230815495407,safe,deploy
eur_ecad_01::11812,NEU,WCE,50_5,0.0740409052514294,moderate,0.00261310279659739,0.9963186564628178,0.00106824074058491,moderate,adapt
eur_ecad_01::11813,MED,WCE,50_10,-0.0616877725281583,safe,0.9786553550101807,0.01967503907653709,0.0016696059132817807,safe,deploy
eur_ecad_01::11813,NEU,WCE,50_10,0.0978952994488473,moderate,0.025007444433001503,0.968784576309327,0.006207979257671698,moderate,adapt
eur_ecad_01::4060,MED,WCE,45_5,-0.1148977828699124,safe,0.7153473125688239,0.27989768782158236,0.004754999609594105,safe,deploy
eur_ecad_01::4060,NEU,WCE,45_5,0.0632887171901677,moderate,0.000961862784799822,0.9989217794164293,0.00011635779877088328,moderate,adapt
eur_ecad_01::4061,MED,WCE,45_5,-0.1148977828699124,safe,0.7153473125688239,0.27989768782158236,0.004754999609594105,safe,deploy
eur_ecad_01::4061,NEU,WCE,45_5,0.0632887171901677,moderate,0.000961862784799822,0.9989217794164293,0.00011635779877088328,moderate,adapt
eur_ecad_01::4062,MED,WCE,45_10,0.0763053689582777,moderate,0.32227324505201405,0.6368063423961213,0.04092041255186405,moderate,adapt
eur_ecad_01::4062,NEU,WCE,45_10,0.1061786900512444,moderate,0.03455528017144015,0.8780397329417166,0.08740498688684352,moderate,adapt
eur_ecad_01::12561,MED,WCE,50_5,-0.1024483991553792,safe,0.919904433570387,0.07308709177899828,0.007008474650615048,safe,deploy
eur_ecad_01::12561,NEU,WCE,50_5,0.0743642269612037,moderate,0.003703486503448409,0.9905348284740652,0.005761685022486259,moderate,adapt
eur_ecad_01::12562,MED,WCE,50_10,-0.0531142346550566,safe,0.9653780165046222,0.033855283147447846,0.0007667003479297975,safe,deploy
eur_ecad_01::12562,NEU,WCE,50_10,0.0647567793134755,moderate,0.00817059179687233,0.9914792844566863,0.0003501237464413957,moderate,adapt
eur_ecad_01::12167,MED,WCE,50_10,-0.0667586032895903,safe,0.8401465216988762,0.15665383932341984,0.003199638977703671,safe,deploy
eur_ecad_01::12167,NEU,WCE,50_10,0.0744712691913429,moderate,0.02277487355516057,0.9703672502646271,0.006857876180212186,moderate,adapt
eur_ecad_01::12168,MED,WCE,45_5,-0.1476963188426365,safe,0.7284258751500975,0.2371856461593063,0.03438847869059632,safe,deploy
eur_ecad_01::12168,NEU,WCE,45_5,0.0280955858471041,moderate,0.022653880545981886,0.9685073684137586,0.00883875104025978,moderate,adapt
eur_ecad_01::12170,MED,WCE,45_10,-0.0090019214325667,safe,0.84015540322538,0.15980864663505373,3.5950139566816586e-05,safe,deploy
eur_ecad_01::12170,NEU,WCE,45_10,0.0893877480755227,moderate,0.004024528690140989,0.9944496481093892,0.0015258232004697347,moderate,adapt
eur_ecad_01::12172,MED,WCE,50_10,-0.0590351057791682,safe,0.6026024964868089,0.3827490816511178,0.014648421862073524,safe,deploy
eur_ecad_01::12172,NEU,WCE,50_10,0.0734355926695129,moderate,0.03118130467927301,0.8900372285518302,0.07878146676889727,moderate,adapt
eur_ecad_01::11979,MED,WCE,45_10,-0.0612472812501798,safe,0.9695790321275157,0.03038501773291768,3.5950139566816586e-05,safe,deploy
eur_ecad_01::11979,NEU,WCE,45_10,0.0845739591617404,moderate,0.005830982466777851,0.9930226192700722,0.0011463982631498614,moderate,adapt
eur_ecad_01::11981,MED,WCE,45_10,0.0049937731056912,moderate,0.3822095566001689,0.5710566796429998,0.046733763756831456,moderate,adapt
eur_ecad_01::11981,NEU,WCE,45_10,0.0435425296523668,moderate,0.0732572990477744,0.793344938647205,0.13339776230502096,moderate,adapt
eur_ecad_01::13680,MED,WCE,50_5,-0.0312048455843521,safe,0.9571076112801928,0.04269565027548554,0.00019673844432184387,safe,deploy
eur_ecad_01::13680,NEU,WCE,50_5,0.0619785776357284,moderate,0.002426564463322088,0.9975734355366781,0.0,moderate,adapt
eur_ecad_01::13682,MED,WCE,50_10,-0.0455329301755988,safe,0.6778362988749949,0.3138167355397607,0.008346965585245437,safe,deploy
eur_ecad_01::13682,NEU,WCE,50_10,0.0705598243004188,moderate,0.007607477794863744,0.9860096263761918,0.006382895828944516,moderate,adapt
eur_ecad_01::13684,MED,NEU,50_5,-0.1086240525558315,safe,0.9938448692011901,0.005833786934532554,0.0003213438642770349,safe,deploy
eur_ecad_01::13684,WCE,NEU,50_5,-0.0636996714624591,safe,0.8314286805739151,0.1680562908803326,0.00051502854575258,safe,deploy
eur_ecad_01::13685,MED,WCE,50_10,-0.0502350029570375,safe,0.5087539856095165,0.48113417245196705,0.010111841938516714,safe,deploy
eur_ecad_01::13685,NEU,WCE,50_10,0.0775939212260325,moderate,0.00885417059117284,0.9062110559939104,0.08493477341491694,moderate,adapt
eur_ecad_01::11110,MED,NEU,50_-5,-0.1686551363892472,safe,0.9874766256026276,0.006886415921258097,0.005636958476114019,safe,deploy
eur_ecad_01::11110,WCE,NEU,50_-5,-0.0422059424961385,safe,0.9824306820041174,0.0158283882381006,0.0017409297577822972,safe,deploy
eur_ecad_01::11111,MED,NEU,50_-5,-0.2229030697949605,safe,0.936418679441563,0.01890539707652632,0.044675923481910816,safe,deploy
eur_ecad_01::11111,WCE,NEU,50_-5,-0.010125150216353,safe,0.8835235594028628,0.07918047813281384,0.037295962464323436,safe,deploy
eur_ecad_01::11114,MED,NEU,65_10,-0.0480867215577678,safe,0.8325455265941664,0.1564113961001073,0.01104307730572634,safe,deploy
eur_ecad_01::11114,WCE,NEU,65_10,0.0836985334817335,moderate,0.22748385402195548,0.7536005216200161,0.01891562435802839,moderate,adapt
eur_ecad_01::12564,MED,WCE,50_5,-0.0836352791380665,safe,0.9330662430287134,0.06466078816008265,0.0022729688112034306,safe,deploy
eur_ecad_01::12564,NEU,WCE,50_5,0.0781969754431388,moderate,0.0023663935534385468,0.9951718827763935,0.0024617236701679653,moderate,adapt
eur_ecad_01::12565,MED,WCE,50_10,-0.0003223181118361,safe,0.2584969068994245,0.7201229738104569,0.021380119290118876,moderate,adapt
eur_ecad_01::12565,NEU,WCE,50_10,0.0853797854661109,moderate,0.01402980872311495,0.9073584597566545,0.07861173152023021,moderate,adapt
eur_ecad_01::12260,MED,NEU,50_10,-0.0830046066960799,safe,0.9979803303761696,0.0019643295312589014,5.5340092571343646e-05,safe,deploy
eur_ecad_01::12260,WCE,NEU,50_10,-0.0686166366532887,safe,0.9851163962630758,0.014883603736924468,0.0,safe,deploy
eur_ecad_01::12262,MED,WCE,45_5,-0.1023142945235617,safe,0.7525864281536375,0.24498970965727007,0.0024238621890923556,safe,deploy
eur_ecad_01::12262,NEU,WCE,45_5,0.0672253786100642,moderate,0.000173712396320682,0.999651449741606,0.00017483786207328012,moderate,adapt
eur_ecad_01::13095,MED,NEU,50_5,-0.0777958658294322,safe,0.9708934686752329,0.028570511006868738,0.0005360203178984069,safe,deploy
eur_ecad_01::13095,WCE,NEU,50_5,-0.0187252308621097,safe,0.4868820993230413,0.5125270157135211,0.0005908849634376277,moderate,deploy
eur_ecad_01::13096,MED,WCE,50_10,-0.052733303973683,safe,0.944612985287242,0.054797500018979525,0.0005895146937781479,safe,deploy
eur_ecad_01::13096,NEU,WCE,50_10,0.0958000500755855,moderate,0.0029976263691880727,0.9970023736308119,0.0,moderate,adapt
eur_ecad_01::13098,MED,WCE,45_10,0.0445407567789963,moderate,0.6250021175441739,0.3715427712246903,0.0034551112311355654,safe,deploy
eur_ecad_01::13098,NEU,WCE,45_10,0.1316676752281722,moderate,0.0052204607566706755,0.9834023106082916,0.011377228635037795,moderate,adapt
eur_ecad_01::13099,MED,WCE,50_10,-0.0326717735631221,safe,0.5973977435335348,0.39588683415088444,0.006715422315580493,safe,deploy
eur_ecad_01::13099,NEU,WCE,50_10,0.1143664886813846,moderate,0.010078787416818193,0.8787297267568988,0.11119148582628327,moderate,adapt
eur_ecad_01::12381,MED,WCE,50_10,-0.0405010535824739,safe,0.5655451347297816,0.4287405337144698,0.005714331555748861,safe,deploy
eur_ecad_01::12381,NEU,WCE,50_10,0.0971018932865361,moderate,0.017101445441739742,0.9008438515311469,0.08205470302711286,moderate,adapt
eur_ecad_01::12383,MED,WCE,50_10,-0.0750434281347489,safe,0.9319521155422845,0.06732635611691117,0.0007215283408039859,safe,deploy
eur_ecad_01::12383,NEU,WCE,50_10,0.0592414372590708,moderate,0.0010209666845819654,0.998979033315418,0.0,moderate,adapt
eur_ecad_01::12384,MED,WCE,50_10,-0.0038791210823618,safe,0.509426519368914,0.46761251128253417,0.02296096934855181,safe,deploy
eur_ecad_01::12384,NEU,WCE,50_10,0.0916754198464215,moderate,0.009272331478920613,0.98419191607621,0.006535752444869069,moderate,adapt
eur_ecad_01::12385,MED,WCE,45_10,0.0410400160621939,moderate,0.3005516982412813,0.6094409597664694,0.09000734199224893,moderate,adapt
eur_ecad_01::12385,NEU,WCE,45_10,0.0892617103254238,moderate,0.04266675230005924,0.9038415249918352,0.0534917227081051,moderate,adapt
eur_ecad_01::12386,MED,WCE,45_10,0.0730929269956135,moderate,0.31590238440483226,0.5995089264736514,0.08458868912151557,moderate,adapt
eur_ecad_01::12386,NEU,WCE,45_10,0.0957549983576528,moderate,0.04538047497404429,0.8882486239043751,0.06637090112158033,moderate,adapt
eur_ecad_01::12435,MED,WCE,45_5,-0.1052798591229891,safe,0.7305870640410839,0.26695306385007367,0.002459872108842624,safe,deploy
eur_ecad_01::12435,NEU,WCE,45_5,0.0555832540543113,moderate,0.0002877205863914406,0.9997122794136086,0.0,moderate,adapt
eur_ecad_01::12436,MED,WCE,50_10,-0.0616877725281583,safe,0.9786553550101807,0.01967503907653709,0.0016696059132817807,safe,deploy
eur_ecad_01::12436,NEU,WCE,50_10,0.0978952994488473,moderate,0.025007444433001503,0.968784576309327,0.006207979257671698,moderate,adapt
eur_ecad_01::12437,MED,WCE,45_10,0.0217636046170284,moderate,0.8547312264485972,0.1437597804556855,0.0015089930957172925,safe,deploy
eur_ecad_01::12437,NEU,WCE,45_10,0.0910957058137138,moderate,0.005117418169415766,0.9933558619394507,0.0015267198911331195,moderate,adapt
eur_ecad_01::12438,MED,WCE,45_10,-0.0465907170875063,safe,0.9781896052871957,0.021737431874656845,7.296283814718329e-05,safe,deploy
eur_ecad_01::12438,NEU,WCE,45_10,0.0595665791761219,moderate,0.0009602833762595209,0.9987155009338454,0.0003242156898949864,moderate,adapt
eur_ecad_01::13271,MED,WCE,50_10,-0.0806948766498543,safe,0.9157237139777611,0.08125506498316724,0.0030212210390709376,safe,deploy
eur_ecad_01::13271,NEU,WCE,50_10,0.0670870543225627,moderate,0.003600755708995338,0.9957639060133185,0.0006353382776861132,moderate,adapt
eur_ecad_01::13272,MED,WCE,50_10,-0.0481369779372831,safe,0.8328243826316863,0.16090057175340666,0.006275045614906843,safe,deploy
eur_ecad_01::13272,NEU,WCE,50_10,0.1074440168815562,moderate,0.01827927160277437,0.9236346076449768,0.05808612075224867,moderate,adapt
eur_ecad_01::13273,MED,WCE,50_5,-0.0428983338472535,safe,0.9400668851615387,0.05965873361514972,0.00027438122331179183,safe,deploy
eur_ecad_01::13273,NEU,WCE,50_5,0.0761213912868932,moderate,0.012581228779242103,0.9850241877798311,0.002394583440926409,moderate,adapt
eur_ecad_01::13274,MED,WCE,45_10,0.0032195014590672,moderate,0.9620443264812706,0.037919723379162516,3.5950139566816586e-05,safe,deploy
